Id,Precio
950,689.1084615384615
951,689.1084615384615
952,689.1084615384615
953,689.1084615384615
954,689.1084615384615
955,689.1084615384615
956,689.1084615384615
957,689.1084615384615
958,689.1084615384615
959,689.1084615384615
960,689.1084615384615
961,689.1084615384615
962,689.1084615384615
963,689.1084615384615
964,689.1084615384615
965,689.1084615384615
966,689.1084615384615
967,689.1084615384615
968,689.1084615384615
969,689.1084615384615
970,689.1084615384615
971,689.1084615384615
972,689.1084615384615
973,689.1084615384615
974,689.1084615384615
975,689.1084615384615
976,689.1084615384615
977,689.1084615384615
978,689.1084615384615
979,689.1084615384615
980,689.1084615384615
981,689.1084615384615
982,689.1084615384615
983,689.1084615384615
984,689.1084615384615
985,689.1084615384615
986,689.1084615384615
987,689.1084615384615
988,689.1084615384615
989,689.1084615384615
990,689.1084615384615
991,689.1084615384615
992,689.1084615384615
993,689.1084615384615
994,689.1084615384615
995,689.1084615384615
996,689.1084615384615
997,689.1084615384615
998,689.1084615384615
999,689.1084615384615
1000,689.1084615384615
1001,689.1084615384615
1002,689.1084615384615
1003,689.1084615384615
1004,689.1084615384615
1005,689.1084615384615
1006,689.1084615384615
1007,689.1084615384615
1008,689.1084615384615
1009,689.1084615384615
1010,689.1084615384615
1011,689.1084615384615
1012,689.1084615384615
1013,689.1084615384615
1014,689.1084615384615
1015,689.1084615384615
1016,689.1084615384615
1017,689.1084615384615
1018,689.1084615384615
1019,689.1084615384615
1020,689.1084615384615
1021,689.1084615384615
1022,689.1084615384615
1023,689.1084615384615
1024,689.1084615384615
1025,689.1084615384615
1026,689.1084615384615
1027,689.1084615384615
1028,689.1084615384615
1029,689.1084615384615
1030,689.1084615384615
1031,689.1084615384615
1032,689.1084615384615
1033,689.1084615384615
1034,689.1084615384615
1035,689.1084615384615
1036,689.1084615384615
1037,689.1084615384615
1038,689.1084615384615
1039,689.1084615384615
1040,689.1084615384615
1041,689.1084615384615
1042,689.1084615384615
1043,689.1084615384615
1044,689.1084615384615
1045,689.1084615384615
1046,689.1084615384615
1047,689.1084615384615
1048,689.1084615384615
1049,689.1084615384615
1050,689.1084615384615
1051,689.1084615384615
1052,689.1084615384615
1053,689.1084615384615
1054,689.1084615384615
1055,689.1084615384615
1056,689.1084615384615
1057,689.1084615384615
1058,689.1084615384615
1059,689.1084615384615
1060,689.1084615384615
1061,689.1084615384615
1062,689.1084615384615
1063,689.1084615384615
1064,689.1084615384615
1065,689.1084615384615
1066,689.1084615384615
1067,689.1084615384615
1068,689.1084615384615
1069,689.1084615384615
1070,689.1084615384615
1071,689.1084615384615
1072,689.1084615384615
1073,689.1084615384615
1074,689.1084615384615
1075,689.1084615384615
1076,689.1084615384615
1077,689.1084615384615
1078,689.1084615384615
1079,689.1084615384615
1080,689.1084615384615
1081,689.1084615384615
1082,689.1084615384615
1083,689.1084615384615
1084,689.1084615384615
1085,689.1084615384615
1086,689.1084615384615
1087,689.1084615384615
1088,689.1084615384615
1089,689.1084615384615
1090,689.1084615384615
1091,689.1084615384615
1092,689.1084615384615
1093,689.1084615384615
1094,689.1084615384615
1095,689.1084615384615
1096,689.1084615384615
1097,689.1084615384615
1098,689.1084615384615
1099,689.1084615384615
1100,689.1084615384615
1101,689.1084615384615
1102,689.1084615384615
1103,689.1084615384615
1104,689.1084615384615
1105,689.1084615384615
1106,689.1084615384615
1107,689.1084615384615
1108,689.1084615384615
1109,689.1084615384615
1110,689.1084615384615
1111,689.1084615384615
1112,689.1084615384615
1113,689.1084615384615
1114,689.1084615384615
1115,689.1084615384615
1116,689.1084615384615
1117,689.1084615384615
1118,689.1084615384615
1119,689.1084615384615
1120,689.1084615384615
1121,689.1084615384615
1122,689.1084615384615
1123,689.1084615384615
1124,689.1084615384615
1125,689.1084615384615
1126,689.1084615384615
1127,689.1084615384615
1128,689.1084615384615
1129,689.1084615384615
1130,689.1084615384615
1131,689.1084615384615
1132,689.1084615384615
1133,689.1084615384615
1134,689.1084615384615
1135,689.1084615384615
1136,689.1084615384615
1137,689.1084615384615
1138,689.1084615384615
1139,689.1084615384615
1140,689.1084615384615
1141,689.1084615384615
1142,689.1084615384615
1143,689.1084615384615
1144,689.1084615384615
1145,689.1084615384615
1146,689.1084615384615
1147,689.1084615384615
1148,689.1084615384615
1149,689.1084615384615
1150,689.1084615384615
1151,689.1084615384615
1152,689.1084615384615
1153,689.1084615384615
1154,689.1084615384615
1155,689.1084615384615
1156,689.1084615384615
1157,689.1084615384615
1158,689.1084615384615
1159,689.1084615384615
1160,689.1084615384615
1161,689.1084615384615
1162,689.1084615384615
1163,689.1084615384615
1164,689.1084615384615
1165,689.1084615384615
1166,689.1084615384615
1167,689.1084615384615
1168,689.1084615384615
1169,689.1084615384615
1170,689.1084615384615
1171,689.1084615384615
1172,689.1084615384615
1173,689.1084615384615
1174,689.1084615384615
1175,689.1084615384615
1176,689.1084615384615
1177,689.1084615384615
1178,689.1084615384615
1179,689.1084615384615
1180,689.1084615384615
1181,689.1084615384615
1182,689.1084615384615
1183,689.1084615384615
1184,689.1084615384615
1185,689.1084615384615
1186,689.1084615384615
1187,689.1084615384615
1188,689.1084615384615
1189,689.1084615384615
1190,689.1084615384615
1191,689.1084615384615
1192,689.1084615384615
1193,689.1084615384615
1194,689.1084615384615
1195,689.1084615384615
1196,689.1084615384615
1197,689.1084615384615
1198,689.1084615384615
1199,689.1084615384615
1200,689.1084615384615
1201,689.1084615384615
1202,689.1084615384615
1203,689.1084615384615
1204,689.1084615384615
1205,689.1084615384615
1206,689.1084615384615
1207,689.1084615384615
1208,689.1084615384615
1209,689.1084615384615
1210,689.1084615384615
1211,689.1084615384615
1212,689.1084615384615
1213,689.1084615384615
1214,689.1084615384615
1215,689.1084615384615
1216,689.1084615384615
1217,689.1084615384615
1218,689.1084615384615
1219,689.1084615384615
1220,689.1084615384615
1221,689.1084615384615
1222,689.1084615384615
1223,689.1084615384615
1224,689.1084615384615
1225,689.1084615384615
1226,689.1084615384615
1227,689.1084615384615
1228,689.1084615384615
1229,689.1084615384615
1230,689.1084615384615
1231,689.1084615384615
1232,689.1084615384615
1233,689.1084615384615
1234,689.1084615384615
1235,689.1084615384615
1236,689.1084615384615
1237,689.1084615384615
1238,689.1084615384615
1239,689.1084615384615
1240,689.1084615384615
1241,689.1084615384615
1242,689.1084615384615
1243,689.1084615384615
1244,689.1084615384615
1245,689.1084615384615
1246,689.1084615384615
1247,689.1084615384615
1248,689.1084615384615
1249,689.1084615384615
1250,689.1084615384615
1251,689.1084615384615
1252,689.1084615384615
1253,689.1084615384615
1254,689.1084615384615
1255,689.1084615384615
1256,689.1084615384615
1257,689.1084615384615
1258,689.1084615384615
1259,689.1084615384615
1260,689.1084615384615
1261,689.1084615384615
1262,689.1084615384615
1263,689.1084615384615
1264,689.1084615384615
1265,689.1084615384615
1266,689.1084615384615
1267,689.1084615384615
1268,689.1084615384615
1269,689.1084615384615
1270,689.1084615384615
1271,689.1084615384615
1272,689.1084615384615
1273,689.1084615384615
1274,689.1084615384615
1275,689.1084615384615
1276,689.1084615384615
1277,689.1084615384615
1278,689.1084615384615
1279,689.1084615384615
1280,689.1084615384615
1281,689.1084615384615
1282,689.1084615384615
1283,689.1084615384615
1284,689.1084615384615
1285,689.1084615384615
1286,689.1084615384615
1287,689.1084615384615
1288,689.1084615384615
1289,689.1084615384615
1290,689.1084615384615
1291,689.1084615384615
1292,689.1084615384615
1293,689.1084615384615
1294,689.1084615384615
1295,689.1084615384615
1296,689.1084615384615
1297,689.1084615384615
1298,689.1084615384615
1299,689.1084615384615
